,Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
12,800,13,0.09923338890075684,True,9,1306,11
13,800,14,0.06287384033203125,True,6,858,8
14,800,15,0.012657880783081055,True,3,85,5
15,800,16,0.09262728691101074,True,8,1245,10
16,800,17,0.0050470829010009766,True,1,13,3
17,800,18,0.06345343589782715,True,6,848,8
18,800,19,0.10575556755065918,True,9,1417,11
19,800,20,0.0626993179321289,True,6,847,8
20,800,21,0.03784346580505371,True,5,485,7
21,800,22,0.08253264427185059,True,8,1064,10
22,800,23,0.16535377502441406,True,11,2156,15
23,800,24,0.11994242668151855,True,10,1592,12
24,800,25,0.1571357250213623,True,9,2121,14
25,800,26,6.765682220458984,True,14,70581,345
26,800,27,17.065009355545044,False,,169554,801
27,800,28,0.09095096588134766,True,8,1185,10
28,800,29,0.11161112785339355,True,9,1495,11
29,800,30,16.543843984603882,False,,165322,801
30,800,31,0.043556928634643555,True,5,555,7
31,800,32,16.8607976436615,False,,166360,801
32,800,33,0.10912227630615234,True,9,1440,11
33,800,34,0.08971428871154785,True,8,1204,10
34,800,35,0.0691382884979248,True,7,906,9
35,800,36,0.1183931827545166,True,10,1560,12
36,800,37,0.04793429374694824,True,5,641,7
37,800,38,0.12481307983398438,True,10,1669,12
38,800,39,16.661532640457153,False,,164562,801
39,800,40,16.706061363220215,False,,164076,801
40,800,41,16.709801197052002,False,,162843,801
41,800,42,16.86270523071289,False,,164508,801
42,800,43,16.726142168045044,False,,172843,801
43,800,44,16.78413486480713,False,,166870,801
44,800,45,16.62537169456482,False,,165687,801
45,800,46,16.877396821975708,False,,166265,801
46,800,47,16.788737058639526,False,,165105,801
47,800,48,16.818625688552856,False,,167950,801
0,900,1,0.00490570068359375,True,1,13,3
1,900,2,0.009289264678955078,True,2,65,4
2,900,3,0.005035400390625,True,1,13,3
3,900,4,0.008095502853393555,True,2,42,4
4,900,5,0.012388944625854492,True,3,85,5
5,900,6,0.028127431869506836,True,4,332,6
6,900,7,0.018690109252929688,True,3,215,5
7,900,8,0.009330272674560547,True,2,65,4
8,900,9,0.004966259002685547,True,1,13,3
9,900,10,0.008293867111206055,True,2,42,4
10,900,11,0.03824496269226074,True,5,493,7
11,900,12,0.03351998329162598,True,4,443,6
12,900,13,0.06771516799926758,True,7,882,9
13,900,14,0.05284476280212402,True,6,682,8
14,900,15,0.03762459754943848,True,5,465,7
15,900,16,0.023534774780273438,True,4,271,6
